id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
848688,aad237cf-da4f-4ad2-83e6-55b3bab6bf53,2010-08-13,2010-08-13,,Mountain Time (US & Canada),50026,flyfisherking,,2014-08-26 04:06:43 UTC,2020-09-26 21:33:52 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/848688,https://inaturalist-open-data.s3.amazonaws.com/photos/1074537/medium.jpg,,"","",2,0,false,,"Arkansas River, CO",38.378666,-104.990137,1665,,,,1665,,open,false,,,Brown Trout,Salmo trutta,Brown Trout,Actinopterygii,47518
848689,3a5a4fce-3c1a-46ea-901c-b0843c525b8f,2010-08-13,2010-08-13,,Mountain Time (US & Canada),50026,flyfisherking,,2014-08-26 04:07:11 UTC,2020-09-26 21:33:50 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/848689,https://inaturalist-open-data.s3.amazonaws.com/photos/1074538/medium.jpg,,"","",2,0,false,,"Arkansas River, CO",38.378666,-104.990137,1665,,,,1665,,open,false,,,Brown Trout,Salmo trutta,Brown Trout,Actinopterygii,47518
1372212,670ba83f-48b8-4a67-8a61-92f9f3d5f731,2015-04-06,2015-04-06,,Mountain Time (US & Canada),75791,devinmd,,2015-04-06 21:41:26 UTC,2025-08-01 04:50:38 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1372212,https://inaturalist-open-data.s3.amazonaws.com/photos/1697135/medium.jpg,,"","",7,2,false,,"Colorado, US",39.0885221087,-104.9535675133,3824,,,,28151,,obscured,true,,,Tiger Trout,Salmo trutta × Salvelinus fontinalis,Tiger Trout,Actinopterygii,705661
1646812,410a21a4-5a40-447f-a73a-7f91cf929572,2010-06-08 14:22:50,2010-06-08,2010-06-08 21:22:50 UTC,Pacific Time (US & Canada),3494,damontighe,Damon Tighe,2015-06-19 03:42:45 UTC,2025-05-14 02:25:52 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1646812,https://inaturalist-open-data.s3.amazonaws.com/photos/2020230/medium.JPG,,"","Green back cutthroat trout (Oncorhynchus clarki stomias) in dream lake, Rocky Mountains National Park, Colorado",5,0,false,,"Rocky Mountain, Rocky Mountain National Park, Larimer, Colorado, United States",40.3097381592,-105.6589050293,,,,,,,open,false,,,Oncorhynchus virginalis,Oncorhynchus virginalis,Rocky Mountain Cutthroat Trout,Actinopterygii,1316977
1927398,cc40bedd-9c3d-4edf-aa6b-b14d042606e9,2015-09-05,2015-09-05,,Central Time (US & Canada),43012,mhudson26,Mike H,2015-09-08 16:00:29 UTC,2025-05-14 02:25:35 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1927398,https://inaturalist-open-data.s3.amazonaws.com/photos/2357372/medium.JPG,,"fish, RMNP","",3,0,false,,"Dream Lake, RMNP",40.30947,-105.659821,,,,,,,,false,,,Rocky Mountain Cutthroat Trout,Oncorhynchus virginalis,Rocky Mountain Cutthroat Trout,Actinopterygii,1316977
2088656,b348e271-d373-41dc-bc8d-c898fd0dbc7c,2015-10-04 12:06:35,2015-10-04,2015-10-04 17:06:35 UTC,Central Time (US & Canada),73807,butterflies4fun,Melanie Schuchart,2015-10-09 03:02:21 UTC,2025-05-14 02:25:32 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2088656,https://inaturalist-open-data.s3.amazonaws.com/photos/2499069/medium.JPG,,"",Was told this was brown trout but not really sure.,3,0,false,,Rocky Mountain National Park,40.3097613889,-105.65721,,,,,,,,false,,,Rocky Mountain Cutthroat Trout,Oncorhynchus virginalis,Rocky Mountain Cutthroat Trout,Actinopterygii,1316977
2380545,c4326b48-b938-41aa-b8a9-0ff1019cfefa,2015-06-18 12:52:55 PM MST,2015-06-18,2015-06-18 18:52:55 UTC,Mountain Time (US & Canada),111823,julie8,Julie Arington,2015-11-14 19:53:18 UTC,2024-08-07 18:25:14 UTC,research,CC0,http://www.inaturalist.org/observations/2380545,https://static.inaturalist.org/photos/2652411/medium.jpg,,"Steamboat Lake State Park, fish","",1,0,false,2,Steamboat Lake State Park,40.804974,-106.973748,200,,,,200,,,false,gps,gps,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516
2494060,152fc1c3-eca8-421a-96d0-b23553e7a294,2015-10-10 3:17:37 PM MDT,2015-10-10,2015-10-10 21:17:37 UTC,Mountain Time (US & Canada),113338,lewand,"",2015-12-21 18:13:52 UTC,2020-09-26 21:18:48 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2494060,https://inaturalist-open-data.s3.amazonaws.com/photos/2799613/medium.jpeg,,"","",2,0,false,2,"Grand County, US-CO, US",40.058378,-106.178535,12,,,,12,,open,false,gps,gps,Brown Trout,Salmo trutta,Brown Trout,Actinopterygii,47518
2495966,24203a48-3f21-4d8b-8768-1d2b7e727fa2,2014-08-15,2014-08-15,,Central Time (US & Canada),162936,don_draper_iii,,2015-12-22 15:54:54 UTC,2020-09-26 21:18:42 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2495966,https://inaturalist-open-data.s3.amazonaws.com/photos/2802606/medium.jpg,,"","",2,0,false,,"Colorado, US",39.1948547572,-105.3431433662,1652,,,,28151,obscured,open,true,,,Brown Trout,Salmo trutta,Brown Trout,Actinopterygii,47518
2829161,c45ff773-7a39-4f50-9b33-aa0bed553249,Fri Mar 25 2016 13:10:50 GMT-0600 (MDT),2016-03-25,2016-03-25 19:10:50 UTC,Mountain Time (US & Canada),199093,john65,John P. Newbury,2016-03-25 19:11:37 UTC,2023-07-09 18:52:44 UTC,research,,http://www.inaturalist.org/observations/2829161,https://static.inaturalist.org/photos/3221199/medium.jpg,,"",,5,0,false,3,"602 Cowdin Dr, Glenwood Springs, CO, US",39.5247952128,-107.32827832,10,,,,10,,open,false,,,Brown Trout,Salmo trutta,Brown Trout,Actinopterygii,47518
2839906,36aef064-5a72-4238-9bea-cda4024ae690,2014-04-16,2014-04-16,,Arizona,159910,mlodinow,Steven Mlodinow,2016-03-28 01:40:35 UTC,2019-10-24 12:40:30 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2839906,https://inaturalist-open-data.s3.amazonaws.com/photos/3236801/medium.jpg,,"","",1,0,false,,"vallecito reservoir, co",37.421019,-107.551121,,,,,,,,false,,,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516
3129784,25277b2a-57e8-47ce-94a1-31d3e816663e,2010-07-25 13:05:02,2010-07-25,2010-07-25 17:05:02 UTC,Eastern Time (US & Canada),192858,krosenthal,Ken Rosenthal,2016-05-09 04:03:14 UTC,2017-09-15 03:39:24 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3129784,https://inaturalist-open-data.s3.amazonaws.com/photos/3621376/medium.JPG,,"",,1,0,false,,Sylvan Lake State Park,39.481479,-106.734694,1101,,,,1101,,,false,,,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516
3176122,eaa9709e-5c2e-4e21-bc0c-fa94652de4fb,2005-12-27 8:29,2005-12-27,2005-12-27 14:29:00 UTC,Central Time (US & Canada),216168,psweet,"",2016-05-14 23:28:24 UTC,2025-08-01 04:41:15 UTC,research,CC-BY-SA,http://www.inaturalist.org/observations/3176122,https://inaturalist-open-data.s3.amazonaws.com/photos/3672951/medium.jpg,,"","",2,0,false,,"Beart Creek Nature Center, Colorado Springs, El Paso County, CO, USA",38.829032,-104.878633,17,,,,17,,open,false,,,Brook Trout,Salvelinus fontinalis,Brook Trout,Actinopterygii,49596
3517020,e2885ecc-187e-4bf4-8cf3-ed03a87bef68,Fri Jun 24 2016 14:48:47 GMT-0600 (MDT),2016-06-24,2016-06-24 20:48:47 UTC,Mountain Time (US & Canada),49424,lisa_kingston,"",2016-06-25 02:23:48 UTC,2020-09-26 22:07:11 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3517020,https://inaturalist-open-data.s3.amazonaws.com/photos/4096251/medium.jpg,,"",,2,0,false,3,"Garfield County, US-CO, US",39.6776583333,-107.6984783333,,,,,,,open,false,,,Brown Trout,Salmo trutta,Brown Trout,Actinopterygii,47518
3542332,69ca7ca2-16cd-4eb2-af06-459ef11e4384,2016-06-02,2016-06-02,,Hawaii,105564,eli3,Eli Anoszko,2016-06-29 03:27:23 UTC,2025-05-14 02:25:28 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3542332,https://inaturalist-open-data.s3.amazonaws.com/photos/4129308/medium.JPG,,"",Colorado River Cutthroat,3,0,false,,"Rocky Fork Creek, Basalt, CO",39.361191,-106.820559,10,,,,10,,open,false,,,Colorado River Cutthroat Trout,Oncorhynchus virginalis pleuriticus,Colorado River Cutthroat Trout,Actinopterygii,1520373
3542366,da284dfc-5a29-4a77-8333-e0a3cf2d8b23,2016-06-01,2016-06-01,,Hawaii,105564,eli3,Eli Anoszko,2016-06-29 03:40:29 UTC,2025-05-02 15:30:54 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3542366,https://inaturalist-open-data.s3.amazonaws.com/photos/4129353/medium.JPG,,"","",3,0,false,,"Middle Fork Carnero Creek, Saguache, CO",37.927808,-106.418745,10,,,,10,,open,false,,,Rio Grande Cutthroat Trout,Oncorhynchus virginalis virginalis,Rio Grande Cutthroat Trout,Actinopterygii,1520378
3693380,a770bc59-9a21-4782-8ed7-ff48f0b5464c,2016/07/17 7:22 AM MDT,2016-07-17,2016-07-17 13:22:00 UTC,Mountain Time (US & Canada),205380,latimeria-co,"",2016-07-17 17:49:46 UTC,2024-11-30 22:45:28 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3693380,https://inaturalist-open-data.s3.amazonaws.com/photos/4285051/medium.jpeg,,South Mesa Trail,One in a  group of small trout swimming in the shallows of Boulder Creek.,1,0,false,,"Eldorado Springs, CO, USA",39.9386247768,-105.2594568894,6,,,,6,,,false,,,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516
3748750,d6dcf346-2e5f-47df-b22a-16f0a710a28f,2016-07-18 16:48:56,2016-07-18,2016-07-18 23:48:56 UTC,Pacific Time (US & Canada),10285,finatic,BJ Stacey,2016-07-26 15:48:31 UTC,2022-03-09 06:23:13 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3748750,https://static.inaturalist.org/photos/4361359/medium.jpg,,"","Boulder County, Colorado, US",1,0,false,,Boulder Creek--Downtown Boulder,40.014777,-105.279881,,,,,,,open,false,,"",Brown Trout,Salmo trutta,Brown Trout,Actinopterygii,47518
3754116,92ea668b-5dab-4f8d-9f25-3e0823189cfe,2016/07/18 2:00 PM PDT,2016-07-18,2016-07-18 21:00:00 UTC,Pacific Time (US & Canada),10285,finatic,BJ Stacey,2016-07-27 15:40:31 UTC,2018-09-27 16:02:48 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3754116,https://inaturalist-open-data.s3.amazonaws.com/photos/4370061/medium.jpg,,Ray-finned Fishes (Class Actinopterygii),"Boulder County, Colorado, US",1,0,false,,Waneka Reservior,39.993035,-105.11247,,,,,,,,false,,,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516
3754708,580e181b-1da5-408e-96fb-c8a701e4535c,Wed Jul 27 2016 09:29:37 GMT-0600 (MDT),2016-07-27,2016-07-27 15:29:37 UTC,Mountain Time (US & Canada),277384,cbrotzensmith,Clara TheFencer,2016-07-27 18:24:51 UTC,2025-07-31 00:10:06 UTC,research,,http://www.inaturalist.org/observations/3754708,https://static.inaturalist.org/photos/4371009/medium.jpeg,,"",,2,0,false,3,"Gunnison National Forest, Crested Butte, CO, US",38.9580607218,-106.9868726861,22,,,,22,,open,false,,,Brook Trout,Salvelinus fontinalis,Brook Trout,Actinopterygii,49596
3816891,95c5aadc-29a0-41c5-b0b0-f1be116986dd,Mon Jul 18 2016 15:20:55 GMT-0400 (EDT),2016-07-18,2016-07-18 19:20:55 UTC,Eastern Time (US & Canada),286016,akowal,,2016-08-06 23:46:01 UTC,2025-05-14 02:25:10 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3816891,https://inaturalist-open-data.s3.amazonaws.com/photos/4462221/medium.jpg,,"",,12,0,false,3,"Colorado, US",39.9225286509,-105.6084988395,710,,,,710,,open,false,,,Rocky Mountain Cutthroat Trout,Oncorhynchus virginalis,Rocky Mountain Cutthroat Trout,Actinopterygii,1316977
3831772,a5a3dc21-ee17-45e5-9209-9ec5990600c3,Sun Aug 07 2016 16:44:59 GMT-0600 (MDT),2016-08-07,2016-08-07 22:44:59 UTC,Mountain Time (US & Canada),294448,benjamin24,Benjamin Danger Coors,2016-08-08 05:47:36 UTC,2017-04-05 23:03:39 UTC,research,,http://www.inaturalist.org/observations/3831772,https://static.inaturalist.org/photos/4482486/medium.jpg,,,,2,0,false,3,"80468, Parshall, CO, US",39.96027,-106.1419305,,,,,,,,false,,,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516
3831824,561ecbb4-2676-4155-b692-cb3d398e68c6,Mon May 09 2016 15:42:08 GMT-0600 (MDT),2016-05-09,2016-05-09 21:42:08 UTC,Mountain Time (US & Canada),294448,benjamin24,Benjamin Danger Coors,2016-08-08 06:00:54 UTC,2025-07-30 05:45:34 UTC,research,,http://www.inaturalist.org/observations/3831824,https://static.inaturalist.org/photos/4482553/medium.jpg,,"",Could be a Yellowstone cutthroat trout. Not sure,3,0,false,3,"Arapaho National Forest, Frisco, CO, US",39.5176633333,-106.1460471667,,,,,,,open,false,,,Colorado River Cutthroat Trout,Oncorhynchus virginalis pleuriticus,Colorado River Cutthroat Trout,Actinopterygii,1520373
3871899,319d92bc-83ca-4262-af54-57689d5f98d6,Fri Aug 12 2016 08:26:57 GMT-0600 (MDT),2016-08-12,2016-08-12 14:26:57 UTC,Mountain Time (US & Canada),19846,forester93,Simon Kingston,2016-08-13 02:55:24 UTC,2025-05-14 02:24:51 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3871899,https://inaturalist-open-data.s3.amazonaws.com/photos/4540561/medium.jpg,,"",,4,0,false,3,"Dream Lake, Emerald Lake and Lake Haiyaha, Estes Park, CO, US",40.30958,-105.6608583333,,,,,,,,false,,,Rocky Mountain Cutthroat Trout,Oncorhynchus virginalis,Rocky Mountain Cutthroat Trout,Actinopterygii,1316977
3934814,43916b46-e48f-448e-b756-d0187c03a2c2,Sun Jun 26 2016 15:22:52 GMT-0600 (MDT),2016-06-26,2016-06-26 21:22:52 UTC,Mountain Time (US & Canada),285889,brendan13,Brendan Witt,2016-08-21 21:18:41 UTC,2020-09-26 22:06:17 UTC,research,,http://www.inaturalist.org/observations/3934814,https://static.inaturalist.org/photos/4632610/medium.jpg,,"",,3,0,false,3,"Shadow Mountain National Recreation Area, Grand Lake, CO, US",40.2366130855,-105.8014753198,22,,,,22,,open,false,,,Brown Trout,Salmo trutta,Brown Trout,Actinopterygii,47518
4003301,0afde033-b914-451e-abb5-08672e26b0cf,Sat Oct 17 2015 15:51:42 GMT-0500 (CDT),2015-10-17,2015-10-17 20:51:42 UTC,Central Time (US & Canada),300103,fishhunter,,2016-08-31 17:11:08 UTC,2020-09-26 22:04:33 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4003301,https://inaturalist-open-data.s3.amazonaws.com/photos/4727781/medium.jpg,,"",,2,0,false,3,"Routt National Forest, Walden, CO, US",40.503525,-106.6082916667,,,,,,,open,false,,,Brown Trout,Salmo trutta,Brown Trout,Actinopterygii,47518
4043072,71f47806-e850-4a49-abe4-eafa8423e180,2016/09/01 7:18 PM CDT,2016-09-01,2016-09-02 00:18:00 UTC,Central Time (US & Canada),9531,kucycads,Kenneth Bader,2016-09-05 21:58:22 UTC,2017-09-15 03:39:03 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4043072,https://inaturalist-open-data.s3.amazonaws.com/photos/4784245/medium.jpeg,,"",                               ,1,0,false,,"Dillon, CO, USA",39.6272332665,-106.0415840149,61,,,,61,,,false,,,Rainbow Trout,Oncorhynchus mykiss,Rainbow Trout,Actinopterygii,47516
4119612,787f90cc-b47c-48d8-9cbd-f00bd0305131,2015/08/28 1:34 PM CDT,2015-08-28,2015-08-28 18:34:00 UTC,Central Time (US & Canada),321420,ceph0761,"",2016-09-16 01:59:02 UTC,2025-05-14 02:24:47 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4119612,https://inaturalist-open-data.s3.amazonaws.com/photos/4899230/medium.jpg,,"",,3,0,false,,"Larimer County, CO, USA",40.3426845122,-105.686674118,61,,,,61,,,false,,,Rocky Mountain Cutthroat Trout,Oncorhynchus virginalis,Rocky Mountain Cutthroat Trout,Actinopterygii,1316977
4130700,2c05fdbc-200d-4d6e-befd-cc3dd266ee50,Tue Aug 30 2016 10:37:19 GMT-0600 (MDT),2016-08-30,2016-08-30 16:37:19 UTC,Mountain Time (US & Canada),331563,cohummingbird,,2016-09-17 15:40:11 UTC,2025-05-14 02:24:35 UTC,research,,http://www.inaturalist.org/observations/4130700,https://static.inaturalist.org/photos/4914827/medium.jpg,,"",,1,0,false,3,"San Isabel National Forest, Buena Vista, CO, US",38.776421816,-106.3843670136,485,,,,485,,open,false,,,Colorado River Cutthroat Trout,Oncorhynchus virginalis pleuriticus,Colorado River Cutthroat Trout,Actinopterygii,1520373
4231284,25ca11b6-f05b-4353-aec6-4ee269c5e77e,2016-08-21 10:55:04,2016-08-21,2016-08-21 16:55:04 UTC,Mountain Time (US & Canada),11060,john8,John Oliver,2016-09-29 17:19:47 UTC,2025-05-14 02:24:19 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4231284,https://static.inaturalist.org/photos/5054234/medium.jpg,,"","Colorado's state fish. Dream Lake, Rocky Mountain National Park",5,0,false,,"Colorado, United States",40.309778,-105.659208,,,,,,,open,false,,"",Rocky Mountain Cutthroat Trout,Oncorhynchus virginalis,Rocky Mountain Cutthroat Trout,Actinopterygii,1316977
4253119,6e58a523-805e-4fcd-b8d5-6ce22780c143,2013/07/29 3:56 AM UTC,2013-07-29,,UTC,331563,cohummingbird,,2016-10-02 17:21:10 UTC,2025-07-31 00:10:06 UTC,research,,http://www.inaturalist.org/observations/4253119,https://static.inaturalist.org/photos/5087047/medium.jpg,,"",,2,0,false,,"Eagle County, CO, USA",39.3662884886,-106.4522838593,244,,,,244,,open,false,,,Brook Trout,Salvelinus fontinalis,Brook Trout,Actinopterygii,49596
4337153,11298819-7722-4dfd-819f-e42f2ac0ba52,2016-10-12 11:30:50 PM EDT,2016-10-12,2016-10-13 03:30:50 UTC,Eastern Time (US & Canada),294872,jtdriver,"",2016-10-13 03:33:20 UTC,2025-05-14 02:24:13 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4337153,https://inaturalist-open-data.s3.amazonaws.com/photos/5208193/medium.jpeg,,"",,2,0,false,2,"Evergreen, CO 80439",39.6061515911,-105.645989365,44028,,,,44028,,,false,gps,gps,Rocky Mountain Cutthroat Trout,Oncorhynchus virginalis,Rocky Mountain Cutthroat Trout,Actinopterygii,1316977
4362345,11f11a3e-c336-4432-bd5c-ed4c9c7fe5d6,Tue Oct 11 2016 13:07:14 GMT-0600 (MDT),2016-10-11,2016-10-11 19:07:14 UTC,Mountain Time (US & Canada),351333,sw948,,2016-10-15 14:11:34 UTC,2020-10-01 12:47:35 UTC,research,,http://www.inaturalist.org/observations/4362345,https://static.inaturalist.org/photos/5229734/medium.jpg,,"",,3,0,false,3,"8358 S Valley Hwy, Englewood, CO, US",39.5619180137,-104.8703083946,181881,,,,181881,,open,false,,,Brown Trout,Salmo trutta,Brown Trout,Actinopterygii,47518
4428295,2b47efec-d1ac-46cb-9350-d85a73b1d4c5,2016/09/27 3:35 PM -0500,2016-09-27,2016-09-27 20:35:00 UTC,Bogota,61103,davidrrogers,,2016-10-24 20:42:00 UTC,2025-07-31 00:10:07 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4428295,https://inaturalist-open-data.s3.amazonaws.com/photos/5327537/medium.jpg,,"",I am not sure what kind of trout this is. Seen in Sprague Lake in RMNP.,4,0,false,,"Larimer County, CO, USA",40.3205038355,-105.6061220169,122,,,,122,,open,false,,,Brook Trout,Salvelinus fontinalis,Brook Trout,Actinopterygii,49596
4459819,69a5b245-d1fd-4755-ae88-ca1cb5a2e583,Sat Oct 22 2016 11:41:57 GMT-0700 (PDT),2016-10-22,2016-10-22 18:41:57 UTC,Pacific Time (US & Canada),21318,danielgeorge,Daniel George,2016-10-30 05:50:30 UTC,2025-07-31 00:10:07 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4459819,https://inaturalist-open-data.s3.amazonaws.com/photos/5377214/medium.jpg,,"",,3,0,false,3,"Sprague Lake, Estes Park, CO, US",40.3205242006,-105.6072071968,75,,,,75,,open,false,,,Brook Trout,Salvelinus fontinalis,Brook Trout,Actinopterygii,49596
